1100,1.127272727,84.56249
1099,1.128298453,85.012042
1098,1.129326047,84.817963
1097,1.130355515,85.015464
1096,1.131386861,85.031248
1095,1.132420091,84.902363
1094,1.13345521,85.026793
1093,1.134492223,84.840091
1092,1.135531136,85.054851
1091,1.136571952,84.736707
1090,1.137614679,84.505437
1089,1.13865932,84.485736
1088,1.139705882,84.864959
1087,1.14075437,85.164054
1086,1.141804788,84.679687
1085,1.142857143,84.965351
1084,1.143911439,84.857872
1083,1.144967682,84.741644
1082,1.146025878,84.866011
1081,1.147086031,85.06953
1080,1.148148148,85.06206
1079,1.149212234,85.102029
1078,1.150278293,85.196665
1077,1.151346332,84.786963
1076,1.152416357,85.254426
1075,1.153488372,85.225938
1074,1.154562384,85.093967
1073,1.155638397,85.131331
1072,1.156716418,85.533502
1071,1.157796452,85.586726
1070,1.158878505,85.564506
1069,1.159962582,85.360775
1068,1.161048689,85.46968
1067,1.162136832,85.579106
1066,1.163227017,85.63908
1065,1.164319249,85.596678
1064,1.165413534,85.826267
1063,1.166509878,85.809131
1062,1.167608286,85.55772
1061,1.168708765,85.653668
1060,1.169811321,85.575357
1059,1.170915958,85.574128
1058,1.172022684,85.539655
1057,1.173131504,85.443014
1056,1.174242424,85.514579
1055,1.17535545,85.17706
1054,1.176470588,85.783664
1053,1.177587844,85.504153
1052,1.178707224,85.066476
1051,1.179828735,85.609086
1050,1.180952381,85.440355
1049,1.18207817,85.779809
1048,1.183206107,85.594834
1047,1.184336199,85.987859
1046,1.185468451,85.736267
1045,1.186602871,85.794565
1044,1.187739464,85.97006
1043,1.188878236,86.062226
1042,1.190019194,86.10193
1041,1.191162344,86.022107
1040,1.192307692,86.094664
1039,1.193455245,86.070775
1038,1.19460501,86.321949
1037,1.195756991,86.113091
1036,1.196911197,86.200545
1035,1.198067633,85.938553
1034,1.199226306,85.873429
1033,1.200387222,86.019478
1032,1.201550388,86.201561
1031,1.20271581,86.204686
1030,1.203883495,86.304164
1029,1.20505345,86.184316
1028,1.206225681,86.252427
1027,1.207400195,86.189488
1026,1.208576998,86.181274
1025,1.209756098,86.389232
1024,1.2109375,86.364184
1023,1.212121212,86.558582
1022,1.213307241,86.624802
1021,1.214495593,86.312223
1020,1.215686275,86.537625
1019,1.216879293,86.343621
1018,1.218074656,86.350841
