1100.00,0.110455
1099.00,0.109653
1098.00,0.110530
1097.00,0.108819
1096.00,0.108664
1095.00,0.108947
1094.00,0.109237
1093.00,0.109610
1092.00,0.106236
1091.00,0.109711
1090.00,0.109500
1089.00,0.106760
1088.00,0.107680
1087.00,0.108633
1086.00,0.110614
1085.00,0.107553
1084.00,0.104553
1083.00,0.105782
1082.00,0.104229
1081.00,0.105862
1080.00,0.107068
1079.00,0.106537
1078.00,0.104575
1077.00,0.106314
1076.00,0.105610
1075.00,0.105024
1074.00,0.105300
1073.00,0.105801
1072.00,0.103641
1071.00,0.105209
1070.00,0.103056
1069.00,0.103101
1068.00,0.104271
1067.00,0.104039
1066.00,0.103955
1065.00,0.102516
1064.00,0.102929
1063.00,0.102874
1062.00,0.103064
1061.00,0.102865
1060.00,0.102159
1059.00,0.102648
1058.00,0.102943
1057.00,0.103229
1056.00,0.104118
1055.00,0.103842
1054.00,0.102114
1053.00,0.103493
1052.00,0.101917
1051.00,0.101035
1050.00,0.101533
1049.00,0.101838
1048.00,0.103038
1047.00,0.100788
1046.00,0.101306
1045.00,0.100654
1044.00,0.100856
1043.00,0.100594
1042.00,0.100691
1041.00,0.099788
1040.00,0.099994
1039.00,0.100541
1038.00,0.098538
1037.00,0.099994
1036.00,0.099157
1035.00,0.099876
1034.00,0.098395
1033.00,0.098763
1032.00,0.098172
1031.00,0.097689
1030.00,0.097739
1029.00,0.097579
1028.00,0.098119
1027.00,0.098642
1026.00,0.097310
1025.00,0.097767
1024.00,0.096611
1023.00,0.097441
1022.00,0.096369
1021.00,0.098030
1020.00,0.097807
1019.00,0.097301
1018.00,0.098168
1017.00,0.097427
1016.00,0.095906
1015.00,0.098743
1014.00,0.097210
1013.00,0.096939
1012.00,0.097065
1011.00,0.095898
1010.00,0.095874
1009.00,0.093283
1008.00,0.093410
1007.00,0.094868
1006.00,0.093262
1005.00,0.094274
1004.00,0.093469
1003.00,0.095196
1002.00,0.094379
1001.00,0.092423
1000.00,0.092729
999.00,0.094217
998.00,0.095102
997.00,0.093538
996.00,0.100843
995.00,0.099640
994.00,0.096951
993.00,0.091880
992.00,0.088569
991.00,0.090276
990.00,0.089705
989.00,0.090774
988.00,0.090882
987.00,0.089449
986.00,0.090094
985.00,0.091526
984.00,0.093463
983.00,0.096030
982.00,0.099892
981.00,0.091158
980.00,0.093125
979.00,0.088497
978.00,0.089093
977.00,0.089253
976.00,0.089836
975.00,0.091452
974.00,0.088184
973.00,0.090141
972.00,0.089400
971.00,0.090705
970.00,0.088288
969.00,0.088692
968.00,0.086618
967.00,0.087857
966.00,0.087201
965.00,0.087405
964.00,0.087711
963.00,0.087934
962.00,0.087225
961.00,0.086672
960.00,0.085673
959.00,0.087750
958.00,0.087116
957.00,0.087865
956.00,0.087891
955.00,0.086271
954.00,0.089579
953.00,0.086618
952.00,0.084717
951.00,0.088939
950.00,0.089900
949.00,0.088706
948.00,0.086979
947.00,0.086864
946.00,0.088044
945.00,0.088768
944.00,0.085800
943.00,0.085167
942.00,0.089172
941.00,0.088712
940.00,0.086439
939.00,0.085538
938.00,0.084022
937.00,0.081131
936.00,0.084775
935.00,0.082602
934.00,0.084342
933.00,0.083736
932.00,0.083157
931.00,0.082979
930.00,0.082586
929.00,0.082621
928.00,0.082134
927.00,0.082128
926.00,0.082745
925.00,0.083620
924.00,0.083101
923.00,0.081278
922.00,0.084928
921.00,0.083995
920.00,0.086435
919.00,0.088608
918.00,0.084260
917.00,0.081915
916.00,0.081035
915.00,0.078489
914.00,0.079006
913.00,0.079932
912.00,0.079999
911.00,0.080836
910.00,0.081715
909.00,0.081180
908.00,0.086694
907.00,0.086570
906.00,0.081914
905.00,0.081551
904.00,0.079853
903.00,0.078643
902.00,0.078744
901.00,0.081660
900.00,0.082319
899.00,0.083801
898.00,0.081384
897.00,0.080012
896.00,0.078937
895.00,0.076968
894.00,0.076124
893.00,0.077405
892.00,0.078551
891.00,0.079158
890.00,0.079510
889.00,0.079705
888.00,0.081526
887.00,0.081080
886.00,0.082789
885.00,0.085537
884.00,0.078806
883.00,0.081353
882.00,0.077205
881.00,0.075175
880.00,0.075151
879.00,0.074166
878.00,0.076096
877.00,0.075584
876.00,0.076167
875.00,0.073843
874.00,0.075154
873.00,0.075075
872.00,0.073979
